ACL v0.4,UE 4.15 @ 0.01cm,UE 4.15 @ 0.1cm,UE 4.15 @ 1.0cm
0.013858,0.016698,0.022630,0.022630
0.038120,0.014204,0.028225,0.028225
0.015116,0.010703,0.026333,0.026333
0.011880,0.014180,0.030883,0.030883
0.011880,0.014180,0.030883,0.030883
0.012080,0.014302,0.023937,0.023937
0.014065,0.014362,0.025146,0.025146
0.012179,0.013996,0.027167,0.027167
0.012179,0.013996,0.039069,0.039069
0.013469,0.014379,0.039069,0.039069
0.010803,0.014318,0.027450,0.027450
0.011229,0.014065,0.027929,0.027929
0.011194,0.014301,0.028782,0.028782
0.012096,0.014611,0.024077,0.024077
0.012974,0.014785,0.024934,0.024934
0.012006,0.013571,0.030824,0.030824
0.012435,0.014130,0.031512,0.031512
0.012435,0.014130,0.031512,0.031512
0.012801,0.014386,0.037221,0.037221
0.012801,0.014386,0.037221,0.037221
0.014557,0.014093,0.045744,0.045744
0.010997,0.014289,0.022764,0.022764
0.012317,0.014204,0.026384,0.026384
0.015223,0.014286,0.024862,0.024862
0.011711,0.013886,0.028889,0.028889
0.011711,0.013886,0.030493,0.030493
0.011841,0.014360,0.030493,0.030493
0.012211,0.014467,0.025417,0.025417
0.011141,0.013797,0.026067,0.026067
0.015163,0.010055,0.023398,0.023398
0.043718,0.040489,0.048383,0.048383
0.027414,0.010847,0.024502,0.024502
0.014415,0.014324,0.024375,0.024375
0.012975,0.014226,0.025240,0.025240
0.014621,0.014689,0.028331,0.028331
0.011001,0.014308,0.024326,0.024326
0.011469,0.007076,0.021369,0.021369
0.011469,0.014126,0.021369,0.021369
0.023252,0.014126,0.022060,0.022060
0.011396,0.013846,0.022881,0.022881
0.012079,0.014133,0.027837,0.027837
0.039304,0.040947,0.032052,0.032052
0.011528,0.004149,0.024869,0.024869
0.018591,0.004631,0.020168,0.020168
0.012445,0.013980,0.023193,0.023193
0.012479,0.014651,0.027739,0.027739
0.011636,0.014455,0.047077,0.047077
0.011148,0.013869,0.031820,0.031820
0.011148,0.013869,0.031820,0.031820
0.011920,0.014466,0.026443,0.026443
0.013434,0.014288,0.028231,0.028231
0.012371,0.015155,0.028662,0.028662
0.012236,0.014330,0.038865,0.038865
0.011135,0.014329,0.025256,0.025256
0.013413,0.014052,0.023467,0.023467
0.014459,0.014345,0.028545,0.028545
0.013959,0.014421,0.032530,0.032530
0.013959,0.014421,0.032530,0.032530
0.012006,0.014360,0.059027,0.059027
0.012829,0.013426,0.024538,0.024538
0.014165,0.014362,0.026150,0.026150
0.011233,0.014153,0.026215,0.026215
0.012658,0.014397,0.031978,0.031978
0.012146,0.014215,0.026249,0.026249
0.011869,0.014082,0.022121,0.022121
0.011903,0.013846,0.025519,0.025519
0.012781,0.014526,0.031153,0.031153
0.012933,0.006098,0.021398,0.021398
0.022853,0.013999,0.022548,0.022548
0.011705,0.014441,0.027114,0.027114
0.012840,0.014717,0.025053,0.025053
0.011596,0.014735,0.029115,0.029115
0.032189,0.030307,0.040008,0.040008
0.020608,0.020601,0.024779,0.024779
0.011837,0.014131,0.045776,0.045776
0.012110,0.014202,0.024741,0.024741
0.014700,0.042132,0.043825,0.043825
0.012367,0.014109,0.028553,0.028553
0.013692,0.014129,0.051972,0.051972
0.039285,0.039284,0.052686,0.052686
0.013269,0.014233,0.022512,0.022512
0.012716,0.014597,0.032164,0.032164
0.011945,0.031444,0.024416,0.024416
0.031458,0.038537,0.037136,0.037136
0.051254,0.014200,0.042204,0.042204
0.013882,0.014487,0.026906,0.026906
0.012379,0.042633,0.023495,0.023495
0.012948,0.014302,0.029727,0.029727
0.026314,0.014399,0.042633,0.042633
0.014401,0.014011,0.029379,0.029379
0.011239,0.037535,0.034713,0.034713
0.017283,0.006976,0.022996,0.022996
0.023584,0.023089,0.024855,0.024855
0.018930,0.018925,0.033872,0.033872
0.012436,0.014324,0.046751,0.046751
0.039791,0.015006,0.026312,0.026312
0.012667,0.014134,0.063644,0.063644
0.013774,0.016757,0.021177,0.021177
0.016760,0.014447,0.026241,0.026241
0.012739,0.014363,0.023679,0.023679
0.013730,0.014494,0.025378,0.025378
0.012089,0.014114,0.026190,0.026190
0.013662,0.014326,0.027274,0.027274
0.013252,0.021857,0.024146,0.024146
0.021857,0.013942,0.028037,0.028037
0.011732,0.014480,0.025504,0.025504
0.014264,0.014598,0.027413,0.027413
0.012179,0.014524,0.025526,0.025526
0.012179,0.014790,0.031571,0.031571
0.012541,0.014790,0.031571,0.031571
0.011822,0.007313,0.024763,0.024763
0.011836,0.014164,0.027007,0.027007
0.012494,0.017989,0.024616,0.024616
0.013940,0.014382,0.026163,0.026163
0.012084,0.014173,0.021746,0.021746
0.012093,0.014305,0.025397,0.025397
0.012231,0.014644,0.027742,0.027742
0.012318,0.014296,0.023642,0.023642
0.013138,0.014043,0.026359,0.026359
0.012142,0.015850,0.024826,0.024826
0.034553,0.023385,0.026619,0.026619
0.035080,0.014629,0.034414,0.034414
0.014784,0.014341,0.032185,0.032185
0.013023,0.013977,0.037512,0.037512
0.013023,0.013977,0.037512,0.037512
0.014037,0.014224,0.030389,0.030389
0.012094,0.014400,0.023829,0.023829
0.013744,0.014416,0.025546,0.025546
0.032099,0.032085,0.032074,0.032074
0.016692,0.014150,0.027119,0.027119
0.011888,0.014222,0.031385,0.031385
0.011888,0.014222,0.031385,0.031385
0.012554,0.014404,0.026181,0.026181
0.013067,0.014683,0.041700,0.041700
0.011318,0.014219,0.027608,0.027608
0.013442,0.014385,0.035163,0.035163
0.011798,0.013960,0.026321,0.026321
0.039214,0.023304,0.031466,0.031466
0.012600,0.014122,0.026590,0.026590
0.013680,0.014334,0.031341,0.031341
0.012274,0.014396,0.033076,0.033076
0.012658,0.014327,0.028053,0.028053
0.012452,0.014480,0.026312,0.026312
0.012090,0.006281,0.021559,0.021559
0.012090,0.006281,0.030594,0.030594
0.012101,0.014663,0.030594,0.030594
0.011730,0.014311,0.025161,0.025161
0.011797,0.014320,0.025540,0.025540
0.013009,0.014506,0.038084,0.038084
0.012207,0.004358,0.021453,0.021453
0.033651,0.014198,0.027962,0.027962
0.013913,0.014498,0.022965,0.022965
0.011619,0.010240,0.024348,0.024348
0.012323,0.013950,0.021027,0.021027
0.011349,0.011808,0.023772,0.023772
0.012324,0.014228,0.024236,0.024236
0.037080,0.014673,0.025655,0.025655
0.011537,0.014108,0.025848,0.025848
0.011555,0.014446,0.034170,0.034170
0.012355,0.014039,0.028420,0.028420
0.011981,0.014105,0.023074,0.023074
0.013112,0.014203,0.024251,0.024251
0.016129,0.014318,0.029191,0.029191
0.011330,0.014007,0.023768,0.023768
0.012255,0.014187,0.027534,0.027534
0.012671,0.014650,0.041156,0.041156
0.014302,0.014315,0.024474,0.024474
0.013695,0.014176,0.021922,0.021922
0.010810,0.014109,0.025194,0.025194
0.012364,0.014157,0.026664,0.026664
0.026885,0.025567,0.030306,0.030306
0.011504,0.013780,0.023514,0.023514
0.014144,0.013961,0.024390,0.024390
0.015950,0.009574,0.025115,0.025115
0.022513,0.014318,0.024491,0.024491
0.010806,0.014092,0.032752,0.032752
0.012143,0.005027,0.023581,0.023581
0.012280,0.032295,0.025869,0.025869
0.012703,0.014184,0.030825,0.030825
0.012746,0.014259,0.035606,0.035606
0.032327,0.014540,0.036574,0.036574
0.012994,0.005987,0.027930,0.027930
0.011182,0.006355,0.022862,0.022862
0.013080,0.013606,0.024399,0.024399
0.013494,0.014084,0.026779,0.026779
0.013549,0.014296,0.036752,0.036752
0.013939,0.014356,0.025627,0.025627
0.014267,0.018275,0.028331,0.028331
0.015998,0.016036,0.027873,0.027873
0.012557,0.008982,0.053402,0.053402
0.012187,0.013987,0.045079,0.045079
0.011255,0.014238,0.034789,0.034789
0.012715,0.014431,0.035495,0.035495
0.014016,0.006563,0.025184,0.025184
0.013611,0.014442,0.025494,0.025494
0.012440,0.025219,0.022536,0.022536
0.041847,0.014363,0.030498,0.030498
0.012389,0.014152,0.042501,0.042501
0.011766,0.014231,0.024225,0.024225
0.012770,0.014403,0.026462,0.026462
0.014592,0.014120,0.022563,0.022563
0.012876,0.002839,0.021905,0.021905
0.029429,0.029434,0.034674,0.034674
0.012716,0.014455,0.025930,0.025930
0.014557,0.014064,0.027554,0.027554
0.011472,0.013773,0.023195,0.023195
0.012036,0.014381,0.029408,0.029408
0.013268,0.014671,0.033987,0.033987
0.019360,0.013113,0.024269,0.024269
0.033450,0.014240,0.025948,0.025948
0.011979,0.014095,0.023442,0.023442
0.037773,0.022668,0.028149,0.028149
0.011720,0.013871,0.023812,0.023812
0.013120,0.014232,0.024643,0.024643
0.013180,0.014356,0.029263,0.029263
0.012330,0.042097,0.027338,0.027338
0.042096,0.014811,0.041767,0.041767
0.011278,0.014234,0.023637,0.023637
0.011563,0.005819,0.026404,0.026404
0.013411,0.014535,0.029373,0.029373
0.011353,0.022382,0.026660,0.026660
0.029507,0.014413,0.029164,0.029164
0.011628,0.014161,0.022153,0.022153
0.014500,0.014311,0.026186,0.026186
0.011263,0.014389,0.022856,0.022856
0.013222,0.013777,0.022561,0.022561
0.013222,0.013777,0.022561,0.022561
0.013222,0.014302,0.024422,0.024422
0.012120,0.006136,0.023342,0.023342
0.020889,0.020904,0.024045,0.024045
0.030529,0.028095,0.037235,0.037235
0.021325,0.014214,0.024029,0.024029
0.013974,0.014263,0.031507,0.031507
0.012140,0.014375,0.037563,0.037563
0.012736,0.000404,0.022469,0.022469
0.012313,0.010006,0.024942,0.024942
0.012263,0.014375,0.045158,0.045158
0.014037,0.014227,0.026468,0.026468
0.034674,0.025930,0.026550,0.026550
0.012593,0.014301,0.022798,0.022798
0.013239,0.014335,0.034816,0.034816
0.013388,0.014512,0.034556,0.034556
0.011288,0.014170,0.020728,0.020728
0.011901,0.014176,0.035988,0.035988
0.013832,0.014786,0.035161,0.035161
0.013651,0.014289,0.040719,0.040719
0.012669,0.008949,0.022295,0.022295
0.012310,0.014024,0.033983,0.033983
0.013020,0.014490,0.034547,0.034547
0.011525,0.014368,0.025625,0.025625
0.038730,0.014494,0.026301,0.026301
0.014785,0.014488,0.021738,0.021738
0.012092,0.014488,0.021337,0.021337
0.016667,0.019880,0.047513,0.047513
0.013544,0.013855,0.029373,0.029373
0.014821,0.008073,0.023507,0.023507
0.015583,0.014762,0.025848,0.025848
0.012943,0.014164,0.033611,0.033611
0.011686,0.014142,0.023400,0.023400
0.012060,0.014208,0.020814,0.020814
0.012638,0.014276,0.020831,0.020831
0.012227,0.014317,0.021410,0.021410
0.014840,0.014474,0.024860,0.024860
0.012045,0.005429,0.023300,0.023300
0.015195,0.007457,0.023603,0.023603
0.012598,0.014011,0.034657,0.034657
0.013271,0.014172,0.033710,0.033710
0.012272,0.014270,0.022204,0.022204
0.019118,0.014238,0.022527,0.022527
0.011561,0.014127,0.023896,0.023896
0.012446,0.014203,0.026154,0.026154
0.016376,0.014099,0.030531,0.030531
0.015251,0.014248,0.028119,0.028119
0.024806,0.029957,0.036230,0.036230
0.012431,0.013867,0.027639,0.027639
0.015884,0.007825,0.025249,0.025249
0.011820,0.014709,0.022970,0.022970
0.013550,0.014745,0.036625,0.036625
0.048538,0.019861,0.025544,0.025544
0.012506,0.014017,0.023267,0.023267
0.014387,0.014519,0.028726,0.028726
0.013612,0.014573,0.021030,0.021030
0.011616,0.014177,0.023275,0.023275
0.023989,0.023990,0.033964,0.033964
0.013972,0.014485,0.028706,0.028706
0.011641,0.014188,0.021955,0.021955
0.012734,0.027968,0.032762,0.032762
0.012880,0.014343,0.023906,0.023906
0.014854,0.014367,0.022633,0.022633
0.013307,0.014220,0.022980,0.022980
0.012754,0.014099,0.043379,0.043379
0.029573,0.022661,0.029082,0.029082
0.019689,0.017511,0.024779,0.024779
0.016875,0.010155,0.023074,0.023074
0.011663,0.014057,0.023531,0.023531
0.012181,0.000514,0.024421,0.024421
0.011597,0.036890,0.024439,0.024439
0.012369,0.014036,0.025268,0.025268
0.013245,0.014190,0.028090,0.028090
0.063526,0.014355,0.039393,0.039393
0.012418,0.014481,0.021997,0.021997
0.029487,0.032058,0.031189,0.031189
0.012425,0.014203,0.023365,0.023365
0.021892,0.021900,0.029107,0.029107
0.013846,0.013887,0.024692,0.024692
0.013298,0.014180,0.023336,0.023336
0.013215,0.014146,0.022324,0.022324
0.011419,0.014404,0.025930,0.025930
0.013591,0.017172,0.026824,0.026824
0.017172,0.014191,0.037980,0.037980
0.012283,0.014309,0.021969,0.021969
0.013629,0.011612,0.020659,0.020659
0.013629,0.014465,0.020659,0.020659
0.020434,0.014465,0.022795,0.022795
0.012592,0.002239,0.026032,0.026032
0.012521,0.014008,0.023165,0.023165
0.012253,0.002358,0.030367,0.030367
0.012253,0.002358,0.030367,0.030367
0.011916,0.014096,0.047148,0.047148
0.014113,0.014195,0.024123,0.024123
0.012880,0.014237,0.025191,0.025191
0.012943,0.014324,0.031555,0.031555
0.014356,0.006594,0.031833,0.031833
0.011916,0.013778,0.040436,0.040436
0.024906,0.022656,0.026477,0.026477
0.011604,0.014447,0.021795,0.021795
0.011771,0.014542,0.022783,0.022783
0.012724,0.014277,0.022003,0.022003
0.013177,0.014200,0.021716,0.021716
0.011514,0.014396,0.026442,0.026442
0.012431,0.014488,0.022969,0.022969
0.013413,0.014158,0.020010,0.020010
0.012962,0.006065,0.023089,0.023089
0.014665,0.014479,0.031654,0.031654
0.042154,0.016986,0.029032,0.029032
0.013082,0.014314,0.024092,0.024092
0.013437,0.014482,0.032260,0.032260
0.012996,0.014273,0.022298,0.022298
0.012087,0.014668,0.024476,0.024476
0.014058,0.014261,0.025871,0.025871
0.012398,0.014236,0.022322,0.022322
0.013121,0.002878,0.029514,0.029514
0.012878,0.014147,0.024472,0.024472
0.012496,0.009520,0.021278,0.021278
0.012860,0.014762,0.035136,0.035136
0.012510,0.005044,0.022369,0.022369
0.015366,0.014270,0.024680,0.024680
0.014432,0.014116,0.025910,0.025910
0.014933,0.013903,0.027809,0.027809
0.015490,0.014280,0.028951,0.028951
0.021583,0.004143,0.023305,0.023305
0.011989,0.013951,0.026378,0.026378
0.013176,0.014219,0.026640,0.026640
0.011981,0.000872,0.024942,0.024942
0.013802,0.014453,0.027529,0.027529
0.011458,0.005247,0.024533,0.024533
0.011613,0.014456,0.028428,0.028428
0.011927,0.014196,0.028040,0.028040
0.013934,0.014329,0.029618,0.029618
0.013566,0.013888,0.030183,0.030183
0.013505,0.014272,0.028489,0.028489
0.014554,0.014240,0.027980,0.027980
0.011856,0.014418,0.035004,0.035004
0.012132,0.013877,0.031110,0.031110
0.014376,0.002778,0.029703,0.029703
0.015917,0.014329,0.065600,0.065600
0.012186,0.002278,0.023382,0.023382
0.012574,0.014199,0.026729,0.026729
0.014720,0.014392,0.030686,0.030686
0.014112,0.014222,0.023104,0.023104
0.049026,0.026896,0.027359,0.027359
0.012459,0.014125,0.028871,0.028871
0.012509,0.004939,0.023146,0.023146
0.013925,0.014350,0.028977,0.028977
0.015852,0.014556,0.056916,0.056916
0.013500,0.003355,0.025804,0.025804
0.012015,0.003986,0.029920,0.029920
0.014471,0.014118,0.022356,0.022356
0.019328,0.018199,0.023740,0.023740
0.011959,0.013905,0.028020,0.028020
0.013111,0.014524,0.022168,0.022168
0.013189,0.014353,0.027148,0.027148
0.012518,0.014006,0.021674,0.021674
0.011045,0.014116,0.023311,0.023311
0.014452,0.014425,0.029257,0.029257
0.014757,0.014251,0.022162,0.022162
0.014041,0.001509,0.035481,0.035481
0.022962,0.014264,0.023532,0.023532
0.015343,0.014401,0.024929,0.024929
0.036359,0.014655,0.024475,0.024475
0.013770,0.014414,0.025858,0.025858
0.023302,0.022556,0.035320,0.035320
0.012809,0.014678,0.025706,0.025706
0.038195,0.038075,0.044560,0.044560
0.012677,0.014464,0.029477,0.029477
0.015461,0.014353,0.028772,0.028772
0.012342,0.014155,0.030277,0.030277
0.015024,0.014420,0.043446,0.043446
0.037009,0.042841,0.044499,0.044499
0.033076,0.028930,0.029727,0.029727
0.012693,0.014350,0.024172,0.024172
0.013587,0.006908,0.038764,0.038764
0.013136,0.014532,0.021883,0.021883
0.013492,0.014746,0.029344,0.029344
0.013948,0.014361,0.029750,0.029750
0.014115,0.014836,0.023619,0.023619
0.012616,0.012917,0.027520,0.027520
0.012958,0.014520,0.042599,0.042599
0.028432,0.022422,0.024308,0.024308
0.026363,0.023000,0.022797,0.022797
0.039720,0.030607,0.036732,0.036732
0.013221,0.014429,0.028372,0.028372
0.013160,0.002023,0.026701,0.026701
0.050952,0.016198,0.043144,0.043144
0.031481,0.022569,0.023337,0.023337
0.013350,0.014320,0.031498,0.031498
0.015816,0.014579,0.023158,0.023158
0.025171,0.020243,0.032798,0.032798
0.011718,0.014454,0.027964,0.027964
0.012303,0.014441,0.028723,0.028723
0.014307,0.014210,0.024723,0.024723
0.012235,0.014487,0.029395,0.029395
0.016629,0.002951,0.024020,0.024020
0.013972,0.014454,0.030784,0.030784
0.012368,0.008188,0.024194,0.024194
0.015111,0.014040,0.024002,0.024002
0.013444,0.014488,0.039497,0.039497
0.013311,0.014184,0.047444,0.047444
0.031248,0.023167,0.033689,0.033689
0.023167,0.017385,0.027328,0.027328
0.035552,0.023459,0.026685,0.026685
0.012658,0.014322,0.033246,0.033246
0.012510,0.003260,0.032038,0.032038
0.017121,0.014571,0.031577,0.031577
0.012652,0.003762,0.026151,0.026151
0.014429,0.014510,0.039877,0.039877
0.014049,0.002254,0.032971,0.032971
0.015736,0.004347,0.026743,0.026743
0.014801,0.004266,0.046049,0.046049
0.012495,0.005015,0.027521,0.027521
0.012727,0.003341,0.028336,0.028336
0.014795,0.014423,0.024497,0.024497
0.017326,0.014551,0.027764,0.027764
0.015826,0.006199,0.034626,0.034626
0.013548,0.012356,0.033579,0.033579
0.013286,0.014621,0.032400,0.032400
